"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","dn0","d","dn0_d"
"570","20","2",0.318181818181818,"n",0.28,0.0881693572914608,3.7,15,25,0.9,1,0.9
"571","7.1","0",0,"a",0,0.0876544933811112,3.2,14.1,25,0.9,1,0.9
"572","8.5","0",0,"a",0,0.0870391389081885,3.2,14.3,25,0.9,1,0.9
"573","10","0",0,"a",0,0.0874691537794986,3.2,14.3,25,0.9,1,0.9
"574","11.4","0",0,"a",0,0.0878932347270126,3.2,14.4,25,0.9,1,0.9
"575","12.8","0",0,"a",0,0.0883121747025667,3.2,14.6,25,0.9,1,0.9
"576","14.3","0",0,"a",0,0.0797963874394652,3.4,14.4,26,0.9,1,0.9
"577","15.7","0",0,"a",0,0.0955652587144869,3.5,15.1,24,0.9,1,0.9
"578","17.1","0",0,"a",0,0.0874000858591923,3.7,15,25,0.9,1,0.9
"579","18.6","0",0,"a",0,0.0963869011273017,3.5,15.3,24,0.9,1,0.9
"580","20","0",0,"a",0,0.0881693572914608,3.7,15,25,0.9,1,0.9
"581","7.1","1",0,"a",0,0.0876544933811112,3.2,14.1,25,0.9,1,0.9
"582","8.5","1",0.2,"a",0.04,0.0870391389081885,3.2,14.3,25,0.9,1,0.9
"583","10","1",0.2,"a",0.04,0.0874691537794986,3.2,14.3,25,0.9,1,0.9
"584","11.4","1",0.2,"a",0.04,0.0878932347270126,3.2,14.4,25,0.9,1,0.9
"585","12.8","1",0,"a",0,0.0883121747025667,3.2,14.6,25,0.9,1,0.9
"586","14.3","1",0.25,"a",0.0384615384615385,0.0797963874394652,3.4,14.4,26,0.9,1,0.9
"587","15.7","1",0,"a",0,0.0955652587144869,3.5,15.1,24,0.9,1,0.9
"588","17.1","1",0,"a",0,0.0874000858591923,3.7,15,25,0.9,1,0.9
"589","18.6","1",0,"a",0,0.0963869011273017,3.5,15.3,24,0.9,1,0.9
"590","20","1",0,"a",0,0.0881693572914608,3.7,15,25,0.9,1,0.9
"591","7.1","2",1,"a",0.2,0.0876544933811112,3.2,14.1,25,0.9,1,0.9
"592","8.5","2",0.8,"a",0.16,0.0870391389081885,3.2,14.3,25,0.9,1,0.9
"593","10","2",0.8,"a",0.16,0.0874691537794986,3.2,14.3,25,0.9,1,0.9
"594","11.4","2",0.8,"a",0.16,0.0878932347270126,3.2,14.4,25,0.9,1,0.9
"595","12.8","2",1,"a",0.2,0.0883121747025667,3.2,14.6,25,0.9,1,0.9
"596","14.3","2",0.75,"a",0.115384615384615,0.0797963874394652,3.4,14.4,26,0.9,1,0.9
"597","15.7","2",1,"a",0.125,0.0955652587144869,3.5,15.1,24,0.9,1,0.9
"598","17.1","2",1,"a",0.12,0.0874000858591923,3.7,15,25,0.9,1,0.9
"599","18.6","2",1,"a",0.125,0.0963869011273017,3.5,15.3,24,0.9,1,0.9
"600","20","2",1,"a",0.12,0.0881693572914608,3.7,15,25,0.9,1,0.9
"601","7.1","0",0.6,"n",0.517241379310345,0.0592339194080914,5.3,13.5,29,1,0.1,10
"602","8.5","0",0.652173913043478,"n",0.535714285714286,0.066296866447796,5,13.9,28,1,0.1,10
"603","10","0",0.62962962962963,"n",0.548387096774194,0.0495959799232287,5.7,12.7,31,1,0.1,10
"604","11.4","0",0.615384615384615,"n",0.533333333333333,0.054832196570875,5.5,13.7,30,1,0.1,10
"605","12.8","0",0.68,"n",0.566666666666667,0.0551454835899291,5.4,14,30,1,0.1,10
"606","14.3","0",0.666666666666667,"n",0.551724137931034,0.0609196550288391,5.2,14.6,29,1,0.1,10
"607","15.7","0",0.68,"n",0.566666666666667,0.0557599466626035,5.4,14.3,30,1,0.1,10
"608","17.1","0",0.68,"n",0.566666666666667,0.0560617067541228,5.4,14.5,30,1,0.1,10
"609","18.6","0",0.68,"n",0.566666666666667,0.057044020876765,5.8,14.5,30,1,0.1,10
"610","20","0",0.68,"n",0.566666666666667,0.0573421008238196,5.8,14.9,30,1,0.1,10
"611","7.1","1",0.08,"n",0.0689655172413793,0.0592339194080914,5.3,13.5,29,1,0.1,10
"612","8.5","1",0,"n",0,0.066296866447796,5,13.9,28,1,0.1,10
"613","10","1",0.0740740740740741,"n",0.0645161290322581,0.0495959799232287,5.7,12.7,31,1,0.1,10
"614","11.4","1",0.0769230769230769,"n",0.0666666666666667,0.054832196570875,5.5,13.7,30,1,0.1,10
"615","12.8","1",0.04,"n",0.0333333333333333,0.0551454835899291,5.4,14,30,1,0.1,10
"616","14.3","1",0,"n",0,0.0609196550288391,5.2,14.6,29,1,0.1,10
"617","15.7","1",0,"n",0,0.0557599466626035,5.4,14.3,30,1,0.1,10
"618","17.1","1",0,"n",0,0.0560617067541228,5.4,14.5,30,1,0.1,10
"619","18.6","1",0,"n",0,0.057044020876765,5.8,14.5,30,1,0.1,10
"620","20","1",0,"n",0,0.0573421008238196,5.8,14.9,30,1,0.1,10
"621","7.1","2",0.32,"n",0.275862068965517,0.0592339194080914,5.3,13.5,29,1,0.1,10
"622","8.5","2",0.347826086956522,"n",0.285714285714286,0.066296866447796,5,13.9,28,1,0.1,10
"623","10","2",0.296296296296296,"n",0.258064516129032,0.0495959799232287,5.7,12.7,31,1,0.1,10
"624","11.4","2",0.307692307692308,"n",0.266666666666667,0.054832196570875,5.5,13.7,30,1,0.1,10
"625","12.8","2",0.28,"n",0.233333333333333,0.0551454835899291,5.4,14,30,1,0.1,10
"626","14.3","2",0.333333333333333,"n",0.275862068965517,0.0609196550288391,5.2,14.6,29,1,0.1,10
"627","15.7","2",0.32,"n",0.266666666666667,0.0557599466626035,5.4,14.3,30,1,0.1,10
"628","17.1","2",0.32,"n",0.266666666666667,0.0560617067541228,5.4,14.5,30,1,0.1,10
"629","18.6","2",0.32,"n",0.266666666666667,0.057044020876765,5.8,14.5,30,1,0.1,10
"630","20","2",0.32,"n",0.266666666666667,0.0573421008238196,5.8,14.9,30,1,0.1,10
"631","7.1","0",0,"a",0,0.0592339194080914,5.3,13.5,29,1,0.1,10
"632","8.5","0",0,"a",0,0.066296866447796,5,13.9,28,1,0.1,10
"633","10","0",0,"a",0,0.0495959799232287,5.7,12.7,31,1,0.1,10
"634","11.4","0",0,"a",0,0.054832196570875,5.5,13.7,30,1,0.1,10
"635","12.8","0",0,"a",0,0.0551454835899291,5.4,14,30,1,0.1,10
"636","14.3","0",0,"a",0,0.0609196550288391,5.2,14.6,29,1,0.1,10
"637","15.7","0",0,"a",0,0.0557599466626035,5.4,14.3,30,1,0.1,10
"638","17.1","0",0,"a",0,0.0560617067541228,5.4,14.5,30,1,0.1,10
"639","18.6","0",0,"a",0,0.057044020876765,5.8,14.5,30,1,0.1,10
"640","20","0",0,"a",0,0.0573421008238196,5.8,14.9,30,1,0.1,10
"641","7.1","1",0,"a",0,0.0592339194080914,5.3,13.5,29,1,0.1,10
"642","8.5","1",0,"a",0,0.066296866447796,5,13.9,28,1,0.1,10
"643","10","1",0,"a",0,0.0495959799232287,5.7,12.7,31,1,0.1,10
"644","11.4","1",0,"a",0,0.054832196570875,5.5,13.7,30,1,0.1,10
"645","12.8","1",0,"a",0,0.0551454835899291,5.4,14,30,1,0.1,10
"646","14.3","1",0.2,"a",0.0344827586206897,0.0609196550288391,5.2,14.6,29,1,0.1,10
"647","15.7","1",0.2,"a",0.0333333333333333,0.0557599466626035,5.4,14.3,30,1,0.1,10
"648","17.1","1",0.2,"a",0.0333333333333333,0.0560617067541228,5.4,14.5,30,1,0.1,10
"649","18.6","1",0,"a",0,0.057044020876765,5.8,14.5,30,1,0.1,10
"650","20","1",0,"a",0,0.0573421008238196,5.8,14.9,30,1,0.1,10
"651","7.1","2",1,"a",0.137931034482759,0.0592339194080914,5.3,13.5,29,1,0.1,10
"652","8.5","2",1,"a",0.178571428571429,0.066296866447796,5,13.9,28,1,0.1,10
"653","10","2",1,"a",0.129032258064516,0.0495959799232287,5.7,12.7,31,1,0.1,10
"654","11.4","2",1,"a",0.133333333333333,0.054832196570875,5.5,13.7,30,1,0.1,10
"655","12.8","2",1,"a",0.166666666666667,0.0551454835899291,5.4,14,30,1,0.1,10
"656","14.3","2",0.8,"a",0.137931034482759,0.0609196550288391,5.2,14.6,29,1,0.1,10
"657","15.7","2",0.8,"a",0.133333333333333,0.0557599466626035,5.4,14.3,30,1,0.1,10
"658","17.1","2",0.8,"a",0.133333333333333,0.0560617067541228,5.4,14.5,30,1,0.1,10
"659","18.6","2",1,"a",0.166666666666667,0.057044020876765,5.8,14.5,30,1,0.1,10
"660","20","2",1,"a",0.166666666666667,0.0573421008238196,5.8,14.9,30,1,0.1,10
"661","7.1","0",0.619047619047619,"n",0.5,0.0797136571941524,4.6,14.4,26,1,0.3,3.33333333333333
"662","8.5","0",0.619047619047619,"n",0.5,0.0801311558750416,4.6,14.6,26,1,0.3,3.33333333333333
"663","10","0",0.636363636363636,"n",0.518518518518518,0.0732754837676473,4.8,14.3,27,1,0.3,3.33333333333333
"664","11.4","0",0.636363636363636,"n",0.518518518518518,0.07365923163035,4.8,14.3,27,1,0.3,3.33333333333333
"665","12.8","0",0.636363636363636,"n",0.518518518518518,0.0740378910218978,4.8,14.8,27,1,0.3,3.33333333333333
"666","14.3","0",0.636363636363636,"n",0.518518518518518,0.0744115864721589,4.8,15,27,1,0.3,3.33333333333333
"667","15.7","0",0.636363636363636,"n",0.518518518518518,0.0747804380569703,4.8,15.2,27,1,0.3,3.33333333333333
"668","17.1","0",0.652173913043478,"n",0.535714285714286,0.0684280322228044,5,15.3,28,1,0.3,3.33333333333333
"669","18.6","0",0.652173913043478,"n",0.535714285714286,0.068767559878644,5,15.3,28,1,0.3,3.33333333333333
"670","20","0",0.652173913043478,"n",0.535714285714286,0.0691028885086193,5,15.5,28,1,0.3,3.33333333333333
"671","7.1","1",0,"n",0,0.0797136571941524,4.6,14.4,26,1,0.3,3.33333333333333
"672","8.5","1",0,"n",0,0.0801311558750416,4.6,14.6,26,1,0.3,3.33333333333333
"673","10","1",0,"n",0,0.0732754837676473,4.8,14.3,27,1,0.3,3.33333333333333
"674","11.4","1",0,"n",0,0.07365923163035,4.8,14.3,27,1,0.3,3.33333333333333
"675","12.8","1",0,"n",0,0.0740378910218978,4.8,14.8,27,1,0.3,3.33333333333333
"676","14.3","1",0,"n",0,0.0744115864721589,4.8,15,27,1,0.3,3.33333333333333
"677","15.7","1",0,"n",0,0.0747804380569703,4.8,15.2,27,1,0.3,3.33333333333333
"678","17.1","1",0,"n",0,0.0684280322228044,5,15.3,28,1,0.3,3.33333333333333
"679","18.6","1",0,"n",0,0.068767559878644,5,15.3,28,1,0.3,3.33333333333333
"680","20","1",0,"n",0,0.0691028885086193,5,15.5,28,1,0.3,3.33333333333333
"681","7.1","2",0.380952380952381,"n",0.307692307692308,0.0797136571941524,4.6,14.4,26,1,0.3,3.33333333333333
"682","8.5","2",0.380952380952381,"n",0.307692307692308,0.0801311558750416,4.6,14.6,26,1,0.3,3.33333333333333
"683","10","2",0.363636363636364,"n",0.296296296296296,0.0732754837676473,4.8,14.3,27,1,0.3,3.33333333333333
"684","11.4","2",0.363636363636364,"n",0.296296296296296,0.07365923163035,4.8,14.3,27,1,0.3,3.33333333333333
"685","12.8","2",0.363636363636364,"n",0.296296296296296,0.0740378910218978,4.8,14.8,27,1,0.3,3.33333333333333
"686","14.3","2",0.363636363636364,"n",0.296296296296296,0.0744115864721589,4.8,15,27,1,0.3,3.33333333333333
"687","15.7","2",0.363636363636364,"n",0.296296296296296,0.0747804380569703,4.8,15.2,27,1,0.3,3.33333333333333
"688","17.1","2",0.347826086956522,"n",0.285714285714286,0.0684280322228044,5,15.3,28,1,0.3,3.33333333333333
"689","18.6","2",0.347826086956522,"n",0.285714285714286,0.068767559878644,5,15.3,28,1,0.3,3.33333333333333
"690","20","2",0.347826086956522,"n",0.285714285714286,0.0691028885086193,5,15.5,28,1,0.3,3.33333333333333
"691","7.1","0",0,"a",0,0.0797136571941524,4.6,14.4,26,1,0.3,3.33333333333333
"692","8.5","0",0,"a",0,0.0801311558750416,4.6,14.6,26,1,0.3,3.33333333333333
"693","10","0",0,"a",0,0.0732754837676473,4.8,14.3,27,1,0.3,3.33333333333333
"694","11.4","0",0,"a",0,0.07365923163035,4.8,14.3,27,1,0.3,3.33333333333333
"695","12.8","0",0,"a",0,0.0740378910218978,4.8,14.8,27,1,0.3,3.33333333333333
"696","14.3","0",0,"a",0,0.0744115864721589,4.8,15,27,1,0.3,3.33333333333333
"697","15.7","0",0,"a",0,0.0747804380569703,4.8,15.2,27,1,0.3,3.33333333333333
"698","17.1","0",0,"a",0,0.0684280322228044,5,15.3,28,1,0.3,3.33333333333333
"699","18.6","0",0,"a",0,0.068767559878644,5,15.3,28,1,0.3,3.33333333333333
"700","20","0",0,"a",0,0.0691028885086193,5,15.5,28,1,0.3,3.33333333333333
"701","7.1","1",0,"a",0,0.0797136571941524,4.6,14.4,26,1,0.3,3.33333333333333
"702","8.5","1",0,"a",0,0.0801311558750416,4.6,14.6,26,1,0.3,3.33333333333333
"703","10","1",0,"a",0,0.0732754837676473,4.8,14.3,27,1,0.3,3.33333333333333
"704","11.4","1",0,"a",0,0.07365923163035,4.8,14.3,27,1,0.3,3.33333333333333
"705","12.8","1",0,"a",0,0.0740378910218978,4.8,14.8,27,1,0.3,3.33333333333333
"706","14.3","1",0,"a",0,0.0744115864721589,4.8,15,27,1,0.3,3.33333333333333
"707","15.7","1",0,"a",0,0.0747804380569703,4.8,15.2,27,1,0.3,3.33333333333333
"708","17.1","1",0,"a",0,0.0684280322228044,5,15.3,28,1,0.3,3.33333333333333
"709","18.6","1",0,"a",0,0.068767559878644,5,15.3,28,1,0.3,3.33333333333333
"710","20","1",0,"a",0,0.0691028885086193,5,15.5,28,1,0.3,3.33333333333333
"711","7.1","2",1,"a",0.192307692307692,0.0797136571941524,4.6,14.4,26,1,0.3,3.33333333333333
"712","8.5","2",1,"a",0.192307692307692,0.0801311558750416,4.6,14.6,26,1,0.3,3.33333333333333
"713","10","2",1,"a",0.185185185185185,0.0732754837676473,4.8,14.3,27,1,0.3,3.33333333333333
"714","11.4","2",1,"a",0.185185185185185,0.07365923163035,4.8,14.3,27,1,0.3,3.33333333333333
"715","12.8","2",1,"a",0.185185185185185,0.0740378910218978,4.8,14.8,27,1,0.3,3.33333333333333
"716","14.3","2",1,"a",0.185185185185185,0.0744115864721589,4.8,15,27,1,0.3,3.33333333333333
"717","15.7","2",1,"a",0.185185185185185,0.0747804380569703,4.8,15.2,27,1,0.3,3.33333333333333
"718","17.1","2",1,"a",0.178571428571429,0.0684280322228044,5,15.3,28,1,0.3,3.33333333333333
"719","18.6","2",1,"a",0.178571428571429,0.068767559878644,5,15.3,28,1,0.3,3.33333333333333
"720","20","2",1,"a",0.178571428571429,0.0691028885086193,5,15.5,28,1,0.3,3.33333333333333
"721","7.1","0",0.6,"n",0.48,0.0876544933811112,4.4,14.8,25,1,0.5,2
"722","8.5","0",0.545454545454545,"n",0.461538461538462,0.0791705283999508,4.7,14.4,26,1,0.5,2
"723","10","0",0.619047619047619,"n",0.5,0.0805429061914457,4.6,14.6,26,1,0.5,2
"724","11.4","0",0.619047619047619,"n",0.5,0.0809490538749275,4.6,14.6,26,1,0.5,2
"725","12.8","0",0.619047619047619,"n",0.5,0.0813497392647087,4.6,14.7,26,1,0.5,2
"726","14.3","0",0.619047619047619,"n",0.5,0.0817450975693624,4.6,14.7,26,1,0.5,2
"727","15.7","0",0.619047619047619,"n",0.5,0.0821352591128825,4.6,15.4,26,1,0.5,2
"728","17.1","0",0.636363636363636,"n",0.518518518518518,0.0751445616072826,4.8,15.2,27,1,0.5,2
"729","18.6","0",0.636363636363636,"n",0.518518518518518,0.075504068906162,4.8,15.2,27,1,0.5,2
"730","20","0",0.636363636363636,"n",0.518518518518518,0.0758590678745597,4.8,15.7,27,1,0.5,2
"731","7.1","1",0,"n",0,0.0876544933811112,4.4,14.8,25,1,0.5,2
"732","8.5","1",0.0909090909090909,"n",0.0769230769230769,0.0791705283999508,4.7,14.4,26,1,0.5,2
"733","10","1",0,"n",0,0.0805429061914457,4.6,14.6,26,1,0.5,2
"734","11.4","1",0,"n",0,0.0809490538749275,4.6,14.6,26,1,0.5,2
"735","12.8","1",0,"n",0,0.0813497392647087,4.6,14.7,26,1,0.5,2
"736","14.3","1",0,"n",0,0.0817450975693624,4.6,14.7,26,1,0.5,2
"737","15.7","1",0,"n",0,0.0821352591128825,4.6,15.4,26,1,0.5,2
"738","17.1","1",0,"n",0,0.0751445616072826,4.8,15.2,27,1,0.5,2
"739","18.6","1",0,"n",0,0.075504068906162,4.8,15.2,27,1,0.5,2
"740","20","1",0,"n",0,0.0758590678745597,4.8,15.7,27,1,0.5,2
"741","7.1","2",0.4,"n",0.32,0.0876544933811112,4.4,14.8,25,1,0.5,2
"742","8.5","2",0.363636363636364,"n",0.307692307692308,0.0791705283999508,4.7,14.4,26,1,0.5,2
"743","10","2",0.380952380952381,"n",0.307692307692308,0.0805429061914457,4.6,14.6,26,1,0.5,2
"744","11.4","2",0.380952380952381,"n",0.307692307692308,0.0809490538749275,4.6,14.6,26,1,0.5,2
"745","12.8","2",0.380952380952381,"n",0.307692307692308,0.0813497392647087,4.6,14.7,26,1,0.5,2
"746","14.3","2",0.380952380952381,"n",0.307692307692308,0.0817450975693624,4.6,14.7,26,1,0.5,2
"747","15.7","2",0.380952380952381,"n",0.307692307692308,0.0821352591128825,4.6,15.4,26,1,0.5,2
"748","17.1","2",0.363636363636364,"n",0.296296296296296,0.0751445616072826,4.8,15.2,27,1,0.5,2
"749","18.6","2",0.363636363636364,"n",0.296296296296296,0.075504068906162,4.8,15.2,27,1,0.5,2
"750","20","2",0.363636363636364,"n",0.296296296296296,0.0758590678745597,4.8,15.7,27,1,0.5,2
"751","7.1","0",0,"a",0,0.0876544933811112,4.4,14.8,25,1,0.5,2
"752","8.5","0",0,"a",0,0.0791705283999508,4.7,14.4,26,1,0.5,2
"753","10","0",0,"a",0,0.0805429061914457,4.6,14.6,26,1,0.5,2
"754","11.4","0",0,"a",0,0.0809490538749275,4.6,14.6,26,1,0.5,2
"755","12.8","0",0,"a",0,0.0813497392647087,4.6,14.7,26,1,0.5,2
"756","14.3","0",0,"a",0,0.0817450975693624,4.6,14.7,26,1,0.5,2
"757","15.7","0",0,"a",0,0.0821352591128825,4.6,15.4,26,1,0.5,2
"758","17.1","0",0,"a",0,0.0751445616072826,4.8,15.2,27,1,0.5,2
"759","18.6","0",0,"a",0,0.075504068906162,4.8,15.2,27,1,0.5,2
"760","20","0",0,"a",0,0.0758590678745597,4.8,15.7,27,1,0.5,2
"761","7.1","1",0,"a",0,0.0876544933811112,4.4,14.8,25,1,0.5,2
"762","8.5","1",0,"a",0,0.0791705283999508,4.7,14.4,26,1,0.5,2
"763","10","1",0,"a",0,0.0805429061914457,4.6,14.6,26,1,0.5,2
"764","11.4","1",0,"a",0,0.0809490538749275,4.6,14.6,26,1,0.5,2
"765","12.8","1",0,"a",0,0.0813497392647087,4.6,14.7,26,1,0.5,2
"766","14.3","1",0,"a",0,0.0817450975693624,4.6,14.7,26,1,0.5,2
"767","15.7","1",0,"a",0,0.0821352591128825,4.6,15.4,26,1,0.5,2
"768","17.1","1",0,"a",0,0.0751445616072826,4.8,15.2,27,1,0.5,2
"769","18.6","1",0,"a",0,0.075504068906162,4.8,15.2,27,1,0.5,2
"770","20","1",0,"a",0,0.0758590678745597,4.8,15.7,27,1,0.5,2
"771","7.1","2",1,"a",0.2,0.0876544933811112,4.4,14.8,25,1,0.5,2
"772","8.5","2",1,"a",0.153846153846154,0.0791705283999508,4.7,14.4,26,1,0.5,2
"773","10","2",1,"a",0.192307692307692,0.0805429061914457,4.6,14.6,26,1,0.5,2
"774","11.4","2",1,"a",0.192307692307692,0.0809490538749275,4.6,14.6,26,1,0.5,2
"775","12.8","2",1,"a",0.192307692307692,0.0813497392647087,4.6,14.7,26,1,0.5,2
"776","14.3","2",1,"a",0.192307692307692,0.0817450975693624,4.6,14.7,26,1,0.5,2
"777","15.7","2",1,"a",0.192307692307692,0.0821352591128825,4.6,15.4,26,1,0.5,2
"778","17.1","2",1,"a",0.185185185185185,0.0751445616072826,4.8,15.2,27,1,0.5,2
"779","18.6","2",1,"a",0.185185185185185,0.075504068906162,4.8,15.2,27,1,0.5,2
"780","20","2",1,"a",0.185185185185185,0.0758590678745597,4.8,15.7,27,1,0.5,2
"781","7.1","0",0.523809523809524,"n",0.44,0.0855654327160814,3.8,14.4,25,1,0.7,1.42857142857143
"782","8.5","0",0.6,"n",0.48,0.0870397723226114,3.7,14.6,25,1,0.7,1.42857142857143
"783","10","0",0.578947368421053,"n",0.458333333333333,0.0961449962981162,3.5,15.1,24,1,0.7,1.42857142857143
"784","11.4","0",0.523809523809524,"n",0.44,0.086840206375213,3.8,14.8,25,1,0.7,1.42857142857143
"785","12.8","0",0.6,"n",0.48,0.0883121747025667,3.7,15,25,1,0.7,1.42857142857143
"786","14.3","0",0.545454545454545,"n",0.461538461538462,0.0797969681012803,4,14.6,26,1,0.7,1.42857142857143
"787","15.7","0",0.583333333333333,"n",0.5,0.0664616544644023,4.4,13.8,28,1,0.7,1.42857142857143
"788","17.1","0",0.583333333333333,"n",0.5,0.0667973010985032,4.4,14.4,28,1,0.7,1.42857142857143
"789","18.6","0",0.608695652173913,"n",0.5,0.0663235691574164,4.3,14.6,28,1,0.7,1.42857142857143
"790","20","0",0.583333333333333,"n",0.5,0.0674561031793444,4.4,14.8,28,1,0.7,1.42857142857143
"791","7.1","1",0.142857142857143,"n",0.12,0.0855654327160814,3.8,14.4,25,1,0.7,1.42857142857143
"792","8.5","1",0.05,"n",0.04,0.0870397723226114,3.7,14.6,25,1,0.7,1.42857142857143
"793","10","1",0.0526315789473684,"n",0.0416666666666667,0.0961449962981162,3.5,15.1,24,1,0.7,1.42857142857143
"794","11.4","1",0.142857142857143,"n",0.12,0.086840206375213,3.8,14.8,25,1,0.7,1.42857142857143
"795","12.8","1",0.05,"n",0.04,0.0883121747025667,3.7,15,25,1,0.7,1.42857142857143
"796","14.3","1",0.136363636363636,"n",0.115384615384615,0.0797969681012803,4,14.6,26,1,0.7,1.42857142857143
"797","15.7","1",0.125,"n",0.107142857142857,0.0664616544644023,4.4,13.8,28,1,0.7,1.42857142857143
"798","17.1","1",0.125,"n",0.107142857142857,0.0667973010985032,4.4,14.4,28,1,0.7,1.42857142857143
"799","18.6","1",0.0869565217391304,"n",0.0714285714285714,0.0663235691574164,4.3,14.6,28,1,0.7,1.42857142857143
"800","20","1",0.125,"n",0.107142857142857,0.0674561031793444,4.4,14.8,28,1,0.7,1.42857142857143
"801","7.1","2",0.333333333333333,"n",0.28,0.0855654327160814,3.8,14.4,25,1,0.7,1.42857142857143
"802","8.5","2",0.35,"n",0.28,0.0870397723226114,3.7,14.6,25,1,0.7,1.42857142857143
"803","10","2",0.368421052631579,"n",0.291666666666667,0.0961449962981162,3.5,15.1,24,1,0.7,1.42857142857143
"804","11.4","2",0.333333333333333,"n",0.28,0.086840206375213,3.8,14.8,25,1,0.7,1.42857142857143
"805","12.8","2",0.35,"n",0.28,0.0883121747025667,3.7,15,25,1,0.7,1.42857142857143
"806","14.3","2",0.318181818181818,"n",0.269230769230769,0.0797969681012803,4,14.6,26,1,0.7,1.42857142857143
"807","15.7","2",0.291666666666667,"n",0.25,0.0664616544644023,4.4,13.8,28,1,0.7,1.42857142857143
"808","17.1","2",0.291666666666667,"n",0.25,0.0667973010985032,4.4,14.4,28,1,0.7,1.42857142857143
"809","18.6","2",0.304347826086957,"n",0.25,0.0663235691574164,4.3,14.6,28,1,0.7,1.42857142857143
"810","20","2",0.291666666666667,"n",0.25,0.0674561031793444,4.4,14.8,28,1,0.7,1.42857142857143
"811","7.1","0",0,"a",0,0.0855654327160814,3.8,14.4,25,1,0.7,1.42857142857143
"812","8.5","0",0,"a",0,0.0870397723226114,3.7,14.6,25,1,0.7,1.42857142857143
"813","10","0",0,"a",0,0.0961449962981162,3.5,15.1,24,1,0.7,1.42857142857143
"814","11.4","0",0,"a",0,0.086840206375213,3.8,14.8,25,1,0.7,1.42857142857143
"815","12.8","0",0,"a",0,0.0883121747025667,3.7,15,25,1,0.7,1.42857142857143
"816","14.3","0",0,"a",0,0.0797969681012803,4,14.6,26,1,0.7,1.42857142857143
"817","15.7","0",0,"a",0,0.0664616544644023,4.4,13.8,28,1,0.7,1.42857142857143
"818","17.1","0",0,"a",0,0.0667973010985032,4.4,14.4,28,1,0.7,1.42857142857143
"819","18.6","0",0,"a",0,0.0663235691574164,4.3,14.6,28,1,0.7,1.42857142857143
"820","20","0",0,"a",0,0.0674561031793444,4.4,14.8,28,1,0.7,1.42857142857143
"821","7.1","1",0,"a",0,0.0855654327160814,3.8,14.4,25,1,0.7,1.42857142857143
"822","8.5","1",0,"a",0,0.0870397723226114,3.7,14.6,25,1,0.7,1.42857142857143
"823","10","1",0,"a",0,0.0961449962981162,3.5,15.1,24,1,0.7,1.42857142857143
"824","11.4","1",0,"a",0,0.086840206375213,3.8,14.8,25,1,0.7,1.42857142857143
"825","12.8","1",0,"a",0,0.0883121747025667,3.7,15,25,1,0.7,1.42857142857143
"826","14.3","1",0,"a",0,0.0797969681012803,4,14.6,26,1,0.7,1.42857142857143
"827","15.7","1",0,"a",0,0.0664616544644023,4.4,13.8,28,1,0.7,1.42857142857143
"828","17.1","1",0,"a",0,0.0667973010985032,4.4,14.4,28,1,0.7,1.42857142857143
"829","18.6","1",0.2,"a",0.0357142857142857,0.0663235691574164,4.3,14.6,28,1,0.7,1.42857142857143
"830","20","1",0,"a",0,0.0674561031793444,4.4,14.8,28,1,0.7,1.42857142857143
"831","7.1","2",1,"a",0.16,0.0855654327160814,3.8,14.4,25,1,0.7,1.42857142857143
"832","8.5","2",1,"a",0.2,0.0870397723226114,3.7,14.6,25,1,0.7,1.42857142857143
"833","10","2",1,"a",0.208333333333333,0.0961449962981162,3.5,15.1,24,1,0.7,1.42857142857143
"834","11.4","2",1,"a",0.16,0.086840206375213,3.8,14.8,25,1,0.7,1.42857142857143
"835","12.8","2",1,"a",0.2,0.0883121747025667,3.7,15,25,1,0.7,1.42857142857143
"836","14.3","2",1,"a",0.153846153846154,0.0797969681012803,4,14.6,26,1,0.7,1.42857142857143
"837","15.7","2",1,"a",0.142857142857143,0.0664616544644023,4.4,13.8,28,1,0.7,1.42857142857143
"838","17.1","2",1,"a",0.142857142857143,0.0667973010985032,4.4,14.4,28,1,0.7,1.42857142857143
"839","18.6","2",0.8,"a",0.142857142857143,0.0663235691574164,4.3,14.6,28,1,0.7,1.42857142857143
"840","20","2",1,"a",0.142857142857143,0.0674561031793444,4.4,14.8,28,1,0.7,1.42857142857143
"841","7.1","0",0.545454545454545,"n",0.461538461538462,0.077813283387882,3.4,14,26,1,0.9,1.11111111111111
"842","8.5","0",0.454545454545455,"n",0.4,0.0849653828348111,3.7,14.4,25,1,0.9,1.11111111111111
"843","10","0",0.454545454545455,"n",0.4,0.085385172653267,3.7,14.4,25,1,0.9,1.11111111111111
"844","11.4","0",0.454545454545455,"n",0.4,0.0857985453824487,3.6,14.6,25,1,0.9,1.11111111111111
"845","12.8","0",0.428571428571429,"n",0.375,0.094721219723194,3.5,15.1,24,1,0.9,1.11111111111111
"846","14.3","0",0.454545454545455,"n",0.4,0.08661036727206,3.7,14.8,25,1,0.9,1.11111111111111
"847","15.7","0",0.454545454545455,"n",0.4,0.0870072120700872,3.6,15,25,1,0.9,1.11111111111111
"848","17.1","0",0.428571428571429,"n",0.375,0.0959788104814027,3.5,15.3,24,1,0.9,1.11111111111111
"849","18.6","0",0.428571428571429,"n",0.375,0.0963861997827305,3.4,15.3,24,1,0.9,1.11111111111111
